#####################################################################
# Alchemist log file - simulation started at: 2025-03-04T17:03+0000 #
#####################################################################
#
# seed = 404.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 3.00 3.00 0.00 3.00 0.00 NaN NaN NaN NaN NaN
0.4050711048709901 2 8.084440557905248 8.393565431210583 1.0 1.0 1.0 1.0 0.16 0.16 0.0 0.16 0.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.102 0.00 0.102 0.00 5.40 2.70 14.6 2.70 3.82 0.102 0.102 0.00 0.102 0.00
1.40507110487099 2 8.084440557905248 8.393565431210583 1.0 1.0 1.0 1.0 0.16 0.16 0.0 0.16 0.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.101 1.65e-06 0.101 0.00129 68.8 38.2 1.88e+03 38.2 43.3 0.100 0.0751 0.00125 0.0751 0.0353
2.40507110487099 2 8.084440557905248 8.393565431210583 1.0 1.0 1.0 1.0 0.16 0.16 0.0 0.16 0.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.101 1.65e-06 0.101 0.00129 61.9 34.7 1.48e+03 34.7 38.4 0.100 0.0751 0.00125 0.0751 0.0353
3.40507110487099 5 6.348824677157877 5.395769781509055 3.0 2.0 2.0 2.0 0.41 0.17 0.026 0.11 0.16 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.85e-07 0.100 0.000828 61.9 13.9 731 0.00 27.0 0.100 0.0900 0.000498 0.100 0.0223
4.40507110487099 5 6.348824677157877 5.395769781509055 3.0 2.0 2.0 2.0 0.41 0.17 0.026 0.11 0.16 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.85e-07 0.100 0.000828 15.0 4.91 49.0 0.00 7.00 0.150 0.105 0.000748 0.100 0.0274
5.40507110487099 5 6.348824677157877 5.395769781509055 3.0 2.0 2.0 2.0 0.41 0.17 0.026 0.11 0.16 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.85e-07 0.100 0.000828 37.0 26.8 196 37.0 14.0 0.150 0.105 0.000748 0.100 0.0274
6.40507110487099 5 6.348824677157877 5.395769781509055 3.0 2.0 2.0 2.0 0.41 0.17 0.026 0.11 0.16 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.85e-07 0.100 0.000828 37.0 26.8 196 37.0 14.0 0.150 0.105 0.000748 0.100 0.0274
7.40507110487099 8 3.916516678750923 5.578766166162353 5.0 3.0 3.0 3.0 0.65 0.19 0.044 0.11 0.21 5.0 3.0 1.7 3.0 1.3 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.30e-07 0.100 0.000655 37.0 16.7 304 11.5 17.4 0.150 0.103 0.000434 0.100 0.0208
8.40507110487099 8 3.916516678750923 5.578766166162353 5.0 3.0 3.0 3.0 0.65 0.19 0.044 0.11 0.21 5.0 3.0 1.7 3.0 1.3 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.30e-07 0.100 0.000655 37.0 16.7 304 11.5 17.4 0.150 0.109 0.000702 0.100 0.0265
