#####################################################################
# Alchemist log file - simulation started at: 2025-02-18T11:24+0000 #
#####################################################################
#
# seed = 1.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
9.0 8 13.095809305774253 16.42514749414944 3.0 3.0 3.0 0.65 0.20 0.044 0.12 0.21 5.0 2.3 2.2 2.0 1.5 3.00 0.875 1.84 0.00 1.36 25.8 6.65 131 0.456 11.5 2.95e+03 512 1.02e+06 100 1.01e+03 50.9 17.8 317 18.9 17.8
10.0 8 13.095809305774253 16.42514749414944 3.0 3.0 3.0 0.65 0.20 0.044 0.12 0.21 5.0 2.3 2.2 2.0 1.5 3.00 0.875 1.84 0.00 1.36 25.8 6.65 131 0.456 11.5 6.55e+06 1.60e+06 8.68e+12 3.04e+03 2.95e+06 50.9 17.8 317 18.9 17.8
11.0 8 13.095809305774253 16.42514749414944 3.0 3.0 3.0 0.65 0.20 0.044 0.12 0.21 5.0 2.3 2.2 2.0 1.5 3.00 0.875 1.84 0.00 1.36 25.8 6.65 131 0.456 11.5 6.55e+06 1.60e+06 8.68e+12 3.04e+03 2.95e+06 50.9 17.8 317 18.9 17.8
12.0 8 13.095809305774253 16.42514749414944 3.0 3.0 3.0 0.65 0.20 0.044 0.12 0.21 5.0 2.3 2.2 2.0 1.5 3.00 0.875 1.84 0.00 1.36 25.8 6.65 131 0.456 11.5 6.55e+06 1.60e+06 8.68e+12 3.04e+03 2.95e+06 50.9 17.8 317 18.9 17.8
13.0 11 11.478225604939992 18.62435357083097 4.0 4.0 4.0 0.89 0.21 0.066 0.11 0.26 5.0 2.5 2.3 2.0 1.5 3.00 0.909 1.89 0.00 1.38 151 22.8 1.95e+03 1.57 44.2 6.55e+06 1.17e+06 6.64e+12 43.8 2.58e+06 151 30.9 1.82e+03 24.6 42.7
14.0 11 11.478225604939992 18.62435357083097 4.0 4.0 4.0 0.89 0.21 0.066 0.11 0.26 5.0 2.5 2.3 2.0 1.5 3.00 0.909 1.89 0.00 1.38 151 22.8 1.95e+03 1.57 44.2 6.55e+06 1.17e+06 6.64e+12 43.8 2.58e+06 198 46.5 4.34e+03 24.6 65.9
15.0 11 11.478225604939992 18.62435357083097 4.0 4.0 4.0 0.89 0.21 0.066 0.11 0.26 5.0 2.5 2.3 2.0 1.5 3.00 0.909 1.89 0.00 1.38 151 22.8 1.95e+03 1.57 44.2 6.55e+06 1.17e+06 6.64e+12 43.8 2.58e+06 223 62.2 7.18e+03 24.6 84.7
16.0 11 11.478225604939992 18.62435357083097 4.0 4.0 4.0 0.89 0.21 0.066 0.11 0.26 5.0 2.5 2.3 2.0 1.5 3.00 0.909 1.89 0.00 1.38 151 22.8 1.95e+03 1.57 44.2 6.55e+06 1.17e+06 6.64e+12 43.8 2.58e+06 223 74.2 6.93e+03 32.2 83.3
17.0 11 11.478225604939992 18.62435357083097 4.0 4.0 4.0 0.89 0.21 0.066 0.11 0.26 5.0 2.5 2.3 2.0 1.5 3.00 0.909 1.89 0.00 1.38 151 22.8 1.95e+03 1.57 44.2 1.58e+12 1.44e+11 2.27e+23 97.8 4.76e+11 223 74.2 6.93e+03 32.2 83.3
18.0 11 11.478225604939992 18.62435357083097 4.0 4.0 4.0 0.89 0.21 0.066 0.11 0.26 5.0 2.5 2.3 2.0 1.5 3.00 0.909 1.89 0.00 1.38 151 22.8 1.95e+03 1.57 44.2 1.58e+12 1.44e+11 2.27e+23 97.8 4.76e+11 223 74.2 6.93e+03 32.2 83.3
19.0 11 11.478225604939992 18.62435357083097 4.0 4.0 4.0 0.89 0.21 0.066 0.11 0.26 5.0 2.5 2.3 2.0 1.5 3.00 0.909 1.89 0.00 1.38 151 22.8 1.95e+03 1.57 44.2 1.58e+12 1.44e+11 2.27e+23 97.8 4.76e+11 223 74.2 6.93e+03 32.2 83.3
20.0 11 11.478225604939992 18.62435357083097 4.0 4.0 4.0 0.89 0.21 0.066 0.11 0.26 5.0 2.5 2.3 2.0 1.5 3.00 0.909 1.89 0.00 1.38 151 22.8 1.95e+03 1.57 44.2 1.58e+12 1.44e+11 2.27e+23 97.8 4.76e+11 223 74.2 6.93e+03 32.2 83.3
21.0 14 11.063123723343184 21.40964083338128 5.0 5.0 5.0 1.1 0.22 0.088 0.11 0.30 5.0 2.7 2.2 2.0 1.5 3.00 0.929 1.92 0.00 1.38 414 93.8 2.20e+04 19.7 148 1.58e+12 1.13e+11 1.78e+23 32.0 4.22e+11 414 134 2.02e+04 86.3 142
22.0 14 11.063123723343184 21.40964083338128 5.0 5.0 5.0 1.1 0.22 0.088 0.11 0.30 5.0 2.7 2.2 2.0 1.5 3.00 0.929 1.92 0.00 1.38 414 93.8 2.20e+04 19.7 148 1.58e+12 1.13e+11 1.78e+23 32.0 4.22e+11 1.06e+03 199 8.18e+04 86.3 286
23.0 14 11.063123723343184 21.40964083338128 5.0 5.0 5.0 1.1 0.22 0.088 0.11 0.30 5.0 2.7 2.2 2.0 1.5 3.00 0.929 1.92 0.00 1.38 414 93.8 2.20e+04 19.7 148 1.58e+12 1.13e+11 1.78e+23 32.0 4.22e+11 1.11e+03 264 1.41e+05 86.3 375
24.0 14 11.063123723343184 21.40964083338128 5.0 5.0 5.0 1.1 0.22 0.088 0.11 0.30 5.0 2.7 2.2 2.0 1.5 3.00 0.929 1.92 0.00 1.38 414 93.8 2.20e+04 19.7 148 1.58e+12 1.13e+11 1.78e+23 32.0 4.22e+11 1.13e+03 330 1.95e+05 86.3 441
25.0 14 11.063123723343184 21.40964083338128 5.0 5.0 5.0 1.1 0.22 0.088 0.11 0.30 5.0 2.7 2.2 2.0 1.5 3.00 0.929 1.92 0.00 1.38 414 93.8 2.20e+04 19.7 148 1.58e+12 1.13e+11 1.78e+23 43.2 4.22e+11 1.13e+03 380 1.88e+05 290 433
26.0 14 11.063123723343184 21.40964083338128 5.0 5.0 5.0 1.1 0.22 0.088 0.11 0.30 5.0 2.7 2.2 2.0 1.5 3.00 0.929 1.92 0.00 1.38 414 93.8 2.20e+04 19.7 148 5.30e+49 4.21e+48 1.99e+98 44.7 1.41e+49 1.13e+03 380 1.88e+05 290 433
27.0 14 11.063123723343184 21.40964083338128 5.0 5.0 5.0 1.1 0.22 0.088 0.11 0.30 5.0 2.7 2.2 2.0 1.5 3.00 0.929 1.92 0.00 1.38 414 93.8 2.20e+04 19.7 148 5.30e+49 4.21e+48 1.99e+98 44.7 1.41e+49 1.13e+03 380 1.88e+05 290 433
28.0 14 11.063123723343184 21.40964083338128 5.0 5.0 5.0 1.1 0.22 0.088 0.11 0.30 5.0 2.7 2.2 2.0 1.5 3.00 0.929 1.92 0.00 1.38 414 93.8 2.20e+04 19.7 148 5.30e+49 4.21e+48 1.99e+98 44.7 1.41e+49 1.13e+03 380 1.88e+05 290 433
29.0 14 11.063123723343184 21.40964083338128 5.0 5.0 5.0 1.1 0.22 0.088 0.11 0.30 5.0 2.7 2.2 2.0 1.5 3.00 0.929 1.92 0.00 1.38 414 93.8 2.20e+04 19.7 148 5.30e+49 4.21e+48 1.99e+98 44.7 1.41e+49 1.13e+03 380 1.88e+05 290 433
30.0 14 11.063123723343184 21.40964083338128 5.0 5.0 5.0 1.1 0.22 0.088 0.11 0.30 5.0 2.7 2.2 2.0 1.5 3.00 0.929 1.92 0.00 1.38 414 93.8 2.20e+04 19.7 148 5.30e+49 4.21e+48 1.99e+98 44.7 1.41e+49 1.13e+03 380 1.88e+05 290 433
31.0 17 10.543505846122917 23.64633732554342 6.0 6.0 6.0 1.4 0.22 0.11 0.096 0.33 6.0 3.1 3.1 3.0 1.7 3.00 0.941 1.93 0.00 1.39 423 140 2.92e+04 25.8 171 5.30e+49 3.47e+48 1.65e+98 14.2 1.28e+49 1.13e+03 375 1.53e+05 293 392
32.0 17 10.543505846122917 23.64633732554342 6.0 6.0 6.0 1.4 0.22 0.11 0.096 0.33 6.0 3.1 3.1 3.0 1.7 3.00 0.941 1.93 0.00 1.39 423 140 2.92e+04 25.8 171 5.30e+49 3.47e+48 1.65e+98 14.2 1.28e+49 1.13e+03 413 1.81e+05 293 426
33.0 17 10.543505846122917 23.64633732554342 6.0 6.0 6.0 1.4 0.22 0.11 0.096 0.33 6.0 3.1 3.1 3.0 1.7 3.00 0.941 1.93 0.00 1.39 423 140 2.92e+04 25.8 171 5.30e+49 3.47e+48 1.65e+98 14.2 1.28e+49 1.71e+03 451 2.58e+05 293 508
34.0 17 10.543505846122917 23.64633732554342 6.0 6.0 6.0 1.4 0.22 0.11 0.096 0.33 6.0 3.1 3.1 3.0 1.7 3.00 0.941 1.93 0.00 1.39 423 140 2.92e+04 25.8 171 5.30e+49 3.47e+48 1.65e+98 14.2 1.28e+49 1.75e+03 489 3.35e+05 293 579
35.0 17 10.543505846122917 23.64633732554342 6.0 6.0 6.0 1.4 0.22 0.11 0.096 0.33 6.0 3.1 3.1 3.0 1.7 3.00 0.941 1.93 0.00 1.39 423 140 2.92e+04 25.8 171 5.30e+49 3.47e+48 1.65e+98 14.2 1.28e+49 1.78e+03 527 4.12e+05 293 642
36.0 17 10.543505846122917 23.64633732554342 6.0 6.0 6.0 1.4 0.22 0.11 0.096 0.33 6.0 3.1 3.1 3.0 1.7 3.00 0.941 1.93 0.00 1.39 423 140 2.92e+04 25.8 171 5.30e+49 3.47e+48 1.65e+98 15.5 1.28e+49 1.78e+03 556 4.17e+05 361 646
37.0 17 10.543505846122917 23.64633732554342 6.0 6.0 6.0 1.4 0.22 0.11 0.096 0.33 6.0 3.1 3.1 3.0 1.7 3.00 0.941 1.93 0.00 1.39 423 140 2.92e+04 25.8 171 5.45e+121 3.23e+120 1.75e+242 22.9 1.32e+121 1.78e+03 556 4.17e+05 361 646
38.0 17 10.543505846122917 23.64633732554342 6.0 6.0 6.0 1.4 0.22 0.11 0.096 0.33 6.0 3.1 3.1 3.0 1.7 3.00 0.941 1.93 0.00 1.39 423 140 2.92e+04 25.8 171 5.45e+121 3.23e+120 1.75e+242 22.9 1.32e+121 1.78e+03 556 4.17e+05 361 646
39.0 17 10.543505846122917 23.64633732554342 6.0 6.0 6.0 1.4 0.22 0.11 0.096 0.33 6.0 3.1 3.1 3.0 1.7 3.00 0.941 1.93 0.00 1.39 423 140 2.92e+04 25.8 171 5.45e+121 3.23e+120 1.75e+242 22.9 1.32e+121 1.78e+03 556 4.17e+05 361 646
40.0 17 10.543505846122917 23.64633732554342 6.0 6.0 6.0 1.4 0.22 0.11 0.096 0.33 6.0 3.1 3.1 3.0 1.7 3.00 0.941 1.93 0.00 1.39 423 140 2.92e+04 25.8 171 5.45e+121 3.23e+120 1.75e+242 22.9 1.32e+121 1.78e+03 556 4.17e+05 361 646
41.0 17 10.543505846122917 23.64633732554342 6.0 6.0 6.0 1.4 0.22 0.11 0.096 0.33 6.0 3.1 3.1 3.0 1.7 3.00 0.941 1.93 0.00 1.39 423 140 2.92e+04 25.8 171 5.45e+121 3.23e+120 1.75e+242 22.9 1.32e+121 1.78e+03 556 4.17e+05 361 646
42.0 17 10.543505846122917 23.64633732554342 6.0 6.0 6.0 1.4 0.22 0.11 0.096 0.33 6.0 3.1 3.1 3.0 1.7 3.00 0.941 1.93 0.00 1.39 423 140 2.92e+04 25.8 171 5.45e+121 3.23e+120 1.75e+242 22.9 1.32e+121 1.78e+03 556 4.17e+05 361 646
43.0 20 11.132831582165384 26.012148809956052 7.0 7.0 7.0 1.6 0.23 0.13 0.098 0.37 6.0 3.1 2.5 3.0 1.6 3.00 0.950 1.94 0.00 1.39 423 145 2.49e+04 89.1 158 5.45e+121 2.75e+120 1.49e+242 8.08 1.22e+121 1.78e+03 499 3.71e+05 273 609
44.0 20 11.132831582165384 26.012148809956052 7.0 7.0 7.0 1.6 0.23 0.13 0.098 0.37 6.0 3.1 2.5 3.0 1.6 3.00 0.950 1.94 0.00 1.39 423 145 2.49e+04 89.1 158 5.45e+121 2.75e+120 1.49e+242 8.08 1.22e+121 1.78e+03 505 3.70e+05 273 609
45.0 20 11.132831582165384 26.012148809956052 7.0 7.0 7.0 1.6 0.23 0.13 0.098 0.37 6.0 3.1 2.5 3.0 1.6 3.00 0.950 1.94 0.00 1.39 423 145 2.49e+04 89.1 158 5.45e+121 2.75e+120 1.49e+242 8.08 1.22e+121 1.78e+03 510 3.77e+05 273 614
46.0 20 11.132831582165384 26.012148809956052 7.0 7.0 7.0 1.6 0.23 0.13 0.098 0.37 6.0 3.1 2.5 3.0 1.6 3.00 0.950 1.94 0.00 1.39 423 145 2.49e+04 89.1 158 5.45e+121 2.75e+120 1.49e+242 8.08 1.22e+121 1.81e+03 515 3.91e+05 273 626
47.0 20 11.132831582165384 26.012148809956052 7.0 7.0 7.0 1.6 0.23 0.13 0.098 0.37 6.0 3.1 2.5 3.0 1.6 3.00 0.950 1.94 0.00 1.39 423 145 2.49e+04 89.1 158 5.45e+121 2.75e+120 1.49e+242 8.08 1.22e+121 1.86e+03 521 4.06e+05 273 637
48.0 20 11.132831582165384 26.012148809956052 7.0 7.0 7.0 1.6 0.23 0.13 0.098 0.37 6.0 3.1 2.5 3.0 1.6 3.00 0.950 1.94 0.00 1.39 423 145 2.49e+04 89.1 158 5.45e+121 2.75e+120 1.49e+242 8.08 1.22e+121 1.89e+03 526 4.21e+05 273 649
49.0 20 11.132831582165384 26.012148809956052 7.0 7.0 7.0 1.6 0.23 0.13 0.098 0.37 6.0 3.1 2.5 3.0 1.6 3.00 0.950 1.94 0.00 1.39 423 145 2.49e+04 89.1 158 5.45e+121 2.75e+120 1.49e+242 8.65 1.22e+121 1.89e+03 530 4.23e+05 273 650
50.0 20 11.132831582165384 26.012148809956052 7.0 7.0 7.0 1.6 0.23 0.13 0.098 0.37 6.0 3.1 2.5 3.0 1.6 3.00 0.950 1.94 0.00 1.39 423 145 2.49e+04 89.1 158 4.19e+108 2.10e+107 8.79e+215 8.31 9.38e+107 1.89e+03 530 4.23e+05 273 650
51.0 20 11.132831582165384 26.012148809956052 7.0 7.0 7.0 1.6 0.23 0.13 0.098 0.37 6.0 3.1 2.5 3.0 1.6 3.00 0.950 1.94 0.00 1.39 423 145 2.49e+04 89.1 158 4.19e+108 2.10e+107 8.79e+215 8.31 9.38e+107 1.89e+03 530 4.23e+05 273 650
52.0 20 11.132831582165384 26.012148809956052 7.0 7.0 7.0 1.6 0.23 0.13 0.098 0.37 6.0 3.1 2.5 3.0 1.6 3.00 0.950 1.94 0.00 1.39 423 145 2.49e+04 89.1 158 4.19e+108 2.10e+107 8.79e+215 8.31 9.38e+107 1.89e+03 530 4.23e+05 273 650
53.0 20 11.132831582165384 26.012148809956052 7.0 7.0 7.0 1.6 0.23 0.13 0.098 0.37 6.0 3.1 2.5 3.0 1.6 3.00 0.950 1.94 0.00 1.39 423 145 2.49e+04 89.1 158 4.19e+108 2.10e+107 8.79e+215 8.31 9.38e+107 1.89e+03 530 4.23e+05 273 650
54.0 20 11.132831582165384 26.012148809956052 7.0 7.0 7.0 1.6 0.23 0.13 0.098 0.37 6.0 3.1 2.5 3.0 1.6 3.00 0.950 1.94 0.00 1.39 423 145 2.49e+04 89.1 158 4.19e+108 2.10e+107 8.79e+215 8.31 9.38e+107 1.89e+03 530 4.23e+05 273 650
55.0 20 11.132831582165384 26.012148809956052 7.0 7.0 7.0 1.6 0.23 0.13 0.098 0.37 6.0 3.1 2.5 3.0 1.6 3.00 0.950 1.94 0.00 1.39 423 145 2.49e+04 89.1 158 4.19e+108 2.10e+107 8.79e+215 8.31 9.38e+107 1.89e+03 530 4.23e+05 273 650
56.0 20 11.132831582165384 26.012148809956052 7.0 7.0 7.0 1.6 0.23 0.13 0.098 0.37 6.0 3.1 2.5 3.0 1.6 3.00 0.950 1.94 0.00 1.39 423 145 2.49e+04 89.1 158 4.19e+108 2.10e+107 8.79e+215 8.31 9.38e+107 1.89e+03 530 4.23e+05 273 650
57.0 23 10.481330047053826 28.022233155181866 8.0 8.0 8.0 1.9 0.23 0.16 0.089 0.40 6.0 3.2 2.4 3.0 1.5 3.00 0.957 1.95 0.00 1.40 423 149 2.29e+04 136 151 4.19e+108 1.82e+107 7.65e+215 0.113 8.74e+107 1.89e+03 484 3.82e+05 259 618
58.0 23 10.481330047053826 28.022233155181866 8.0 8.0 8.0 1.9 0.23 0.16 0.089 0.40 6.0 3.2 2.4 3.0 1.5 3.00 0.957 1.95 0.00 1.40 423 149 2.29e+04 136 151 4.19e+108 1.82e+107 7.65e+215 0.113 8.74e+107 1.89e+03 497 3.78e+05 287 615
59.0 23 10.481330047053826 28.022233155181866 8.0 8.0 8.0 1.9 0.23 0.16 0.089 0.40 6.0 3.2 2.4 3.0 1.5 3.00 0.957 1.95 0.00 1.40 423 149 2.29e+04 136 151 4.19e+108 1.82e+107 7.65e+215 0.113 8.74e+107 1.89e+03 510 3.83e+05 287 619
60.0 23 10.481330047053826 28.022233155181866 8.0 8.0 8.0 1.9 0.23 0.16 0.089 0.40 6.0 3.2 2.4 3.0 1.5 3.00 0.957 1.95 0.00 1.40 423 149 2.29e+04 136 151 4.19e+108 1.82e+107 7.65e+215 0.113 8.74e+107 1.89e+03 523 4.05e+05 287 637
61.0 23 10.481330047053826 28.022233155181866 8.0 8.0 8.0 1.9 0.23 0.16 0.089 0.40 6.0 3.2 2.4 3.0 1.5 3.00 0.957 1.95 0.00 1.40 423 149 2.29e+04 136 151 4.19e+108 1.82e+107 7.65e+215 0.113 8.74e+107 2.12e+03 536 4.45e+05 287 667
62.0 23 10.481330047053826 28.022233155181866 8.0 8.0 8.0 1.9 0.23 0.16 0.089 0.40 6.0 3.2 2.4 3.0 1.5 3.00 0.957 1.95 0.00 1.40 423 149 2.29e+04 136 151 4.19e+108 1.82e+107 7.65e+215 0.113 8.74e+107 2.16e+03 549 4.85e+05 287 696
63.0 23 10.481330047053826 28.022233155181866 8.0 8.0 8.0 1.9 0.23 0.16 0.089 0.40 6.0 3.2 2.4 3.0 1.5 3.00 0.957 1.95 0.00 1.40 423 149 2.29e+04 136 151 4.19e+108 1.82e+107 7.65e+215 0.113 8.74e+107 2.19e+03 562 5.26e+05 287 725
64.0 23 10.481330047053826 28.022233155181866 8.0 8.0 8.0 1.9 0.23 0.16 0.089 0.40 6.0 3.2 2.4 3.0 1.5 3.00 0.957 1.95 0.00 1.40 423 149 2.29e+04 136 151 4.19e+108 1.82e+107 7.65e+215 0.113 8.74e+107 2.19e+03 572 5.32e+05 287 729
65.0 23 10.481330047053826 28.022233155181866 8.0 8.0 8.0 1.9 0.23 0.16 0.089 0.40 6.0 3.2 2.4 3.0 1.5 3.00 0.957 1.95 0.00 1.40 423 149 2.29e+04 136 151 2.91e+85 1.27e+84 3.69e+169 18.4 6.07e+84 2.19e+03 572 5.32e+05 287 729
66.0 23 10.481330047053826 28.022233155181866 8.0 8.0 8.0 1.9 0.23 0.16 0.089 0.40 6.0 3.2 2.4 3.0 1.5 3.00 0.957 1.95 0.00 1.40 423 149 2.29e+04 136 151 2.91e+85 1.27e+84 3.69e+169 18.4 6.07e+84 2.19e+03 572 5.32e+05 287 729
67.0 23 10.481330047053826 28.022233155181866 8.0 8.0 8.0 1.9 0.23 0.16 0.089 0.40 6.0 3.2 2.4 3.0 1.5 3.00 0.957 1.95 0.00 1.40 423 149 2.29e+04 136 151 2.91e+85 1.27e+84 3.69e+169 18.4 6.07e+84 2.19e+03 572 5.32e+05 287 729
68.0 23 10.481330047053826 28.022233155181866 8.0 8.0 8.0 1.9 0.23 0.16 0.089 0.40 6.0 3.2 2.4 3.0 1.5 3.00 0.957 1.95 0.00 1.40 423 149 2.29e+04 136 151 2.91e+85 1.27e+84 3.69e+169 18.4 6.07e+84 2.19e+03 572 5.32e+05 287 729
69.0 23 10.481330047053826 28.022233155181866 8.0 8.0 8.0 1.9 0.23 0.16 0.089 0.40 6.0 3.2 2.4 3.0 1.5 3.00 0.957 1.95 0.00 1.40 423 149 2.29e+04 136 151 2.91e+85 1.27e+84 3.69e+169 18.4 6.07e+84 2.19e+03 572 5.32e+05 287 729
70.0 23 10.481330047053826 28.022233155181866 8.0 8.0 8.0 1.9 0.23 0.16 0.089 0.40 6.0 3.2 2.4 3.0 1.5 3.00 0.957 1.95 0.00 1.40 423 149 2.29e+04 136 151 2.91e+85 1.27e+84 3.69e+169 18.4 6.07e+84 2.19e+03 572 5.32e+05 287 729
71.0 23 10.481330047053826 28.022233155181866 8.0 8.0 8.0 1.9 0.23 0.16 0.089 0.40 6.0 3.2 2.4 3.0 1.5 3.00 0.957 1.95 0.00 1.40 423 149 2.29e+04 136 151 2.91e+85 1.27e+84 3.69e+169 18.4 6.07e+84 2.19e+03 572 5.32e+05 287 729
72.0 23 10.481330047053826 28.022233155181866 8.0 8.0 8.0 1.9 0.23 0.16 0.089 0.40 6.0 3.2 2.4 3.0 1.5 3.00 0.957 1.95 0.00 1.40 423 149 2.29e+04 136 151 2.91e+85 1.27e+84 3.69e+169 18.4 6.07e+84 2.19e+03 572 5.32e+05 287 729
73.0 26 10.493237846386025 29.505616367833838 8.0 8.0 8.0 2.1 0.24 0.18 0.099 0.43 8.0 4.0 3.8 4.0 2.0 3.00 0.962 1.96 0.00 1.40 423 160 2.19e+04 148 148 2.91e+85 1.12e+84 3.26e+169 8.91 5.71e+84 2.19e+03 535 4.80e+05 273 693
74.0 26 10.493237846386025 29.505616367833838 8.0 8.0 8.0 2.1 0.24 0.18 0.099 0.43 8.0 4.0 3.8 4.0 2.0 3.00 0.962 1.96 0.00 1.40 423 160 2.19e+04 148 148 2.91e+85 1.12e+84 3.26e+169 8.91 5.71e+84 2.19e+03 552 4.79e+05 273 692
75.0 26 10.493237846386025 29.505616367833838 8.0 8.0 8.0 2.1 0.24 0.18 0.099 0.43 8.0 4.0 3.8 4.0 2.0 3.00 0.962 1.96 0.00 1.40 423 160 2.19e+04 148 148 2.91e+85 1.12e+84 3.26e+169 8.91 5.71e+84 2.19e+03 568 4.86e+05 273 697
76.0 26 10.493237846386025 29.505616367833838 8.0 8.0 8.0 2.1 0.24 0.18 0.099 0.43 8.0 4.0 3.8 4.0 2.0 3.00 0.962 1.96 0.00 1.40 423 160 2.19e+04 148 148 2.91e+85 1.12e+84 3.26e+169 8.91 5.71e+84 2.19e+03 585 5.02e+05 273 709
77.0 26 10.493237846386025 29.505616367833838 8.0 8.0 8.0 2.1 0.24 0.18 0.099 0.43 8.0 4.0 3.8 4.0 2.0 3.00 0.962 1.96 0.00 1.40 423 160 2.19e+04 148 148 2.91e+85 1.12e+84 3.26e+169 8.91 5.71e+84 2.19e+03 602 5.40e+05 273 735
78.0 26 10.493237846386025 29.505616367833838 8.0 8.0 8.0 2.1 0.24 0.18 0.099 0.43 8.0 4.0 3.8 4.0 2.0 3.00 0.962 1.96 0.00 1.40 423 160 2.19e+04 148 148 2.91e+85 1.12e+84 3.26e+169 8.91 5.71e+84 2.55e+03 618 6.00e+05 273 774
79.0 26 10.493237846386025 29.505616367833838 8.0 8.0 8.0 2.1 0.24 0.18 0.099 0.43 8.0 4.0 3.8 4.0 2.0 3.00 0.962 1.96 0.00 1.40 423 160 2.19e+04 148 148 2.91e+85 1.12e+84 3.26e+169 8.91 5.71e+84 2.60e+03 635 6.61e+05 273 813
